simbad_MAIN_ID,simbad_RA_ICRS,simbad_DEC_ICRS,simbad_ID_HD,simbad_SP_TYPE,simbad_OTYPE,simbad_OTYPE_V,simbad_OTYPE_3,simbad_RA_current,simbad_DEC_current,DEC,RA,simbad_separation_RADEC_ICRSJ2000,simbad_separation_RADEC_current,simbad_FLUX_V,simbad_PMRA,simbad_PMDEC,simbad_FLUX_R,simbad_FLUX_G,simbad_FLUX_J,simbad_FLUX_H,simbad_FLUX_K,simbad_FLUX_I,visible_from_Paranal
V* TY CrA,19 01 40.8312,-36 52 33.801,,B9e,Ae*,Herbig Ae/Be star,Ae*,19 01 40.8329,-36 52 33.780,-36 52 33.8019,19 01 40.8312,0.000882598260580298,0.029736460847009333,9.390000343322754,2.147,-32.723,9.450000343322754,9.22350025177002,7.486000061035156,6.96999979019165,6.672999858856201,,True
HD 283782,04 44 54.4602,+27 17 45.194,HD 283782,K0,TTau*,T Tau-type Star,TT*,04 44 54.4622,+27 17 45.178,27 17 45.1944,4 44 54.4603,0.0008446367494865882,0.030623007997919487,9.800000190734863,4.611,-23.733,9.470000267028809,9.35830020904541,7.734000205993652,7.281000137329102,7.1539998054504395,,True
V* SU Aur,04 55 59.3861,+30 34 01.499,HD 282624,G2IIIne,Orion_V*,Variable Star of Orion Type,Or*,04 55 59.3882,+30 34 01.483,30 34 01.4998,4 55 59.3861,0.0009427056979148228,0.03149660988353147,9.300000190734863,4.647,-24.319,9.170000076293945,9.428999900817871,7.198999881744385,6.558000087738037,5.989999771118164,,True
V* T Tau,04 21 59.4323,+19 32 06.439,HD 284419,K0IV/Ve,TTau*,T Tau-type Star,TT*,04 21 59.4342,+19 32 06.425,19 32 06.44,4 21 59.4323,0.0010950169530312627,0.0303561622631964,10.119999885559082,11.356,-14.837,9.800000190734863,9.626999855041504,7.239999771118164,6.236999988555908,5.324999809265137,,True
CD-33 10685,15 45 12.8670,-34 17 30.646,,K3Ve,Orion_V*,Variable Star of Orion Type,Or*,15 45 12.8693,-34 17 30.635,-34 17 30.6469,15 45 12.867,0.0009549712308399262,0.03070793777521941,10.223999977111816,-13.625,-21.605,9.600000381469727,9.754599571228027,7.572999954223633,6.866000175476074,6.480000019073486,8.6850004196167,True
HD 283447,04 14 12.9232,+28 12 12.378,HD 283447,K3Ve,Orion_V*,Variable Star of Orion Type,Or*,04 14 12.9254,+28 12 12.364,28 12 12.3785,4 14 12.9233,0.0012678798584185114,0.03148193978231408,10.680000305175781,8.932,-29.054,9.449999809265137,9.98390007019043,7.49399995803833,6.644000053405762,6.210000038146973,8.670000076293945,True
V* DI Cha,11 07 20.7272,-77 38 07.303,,G2Ve,Orion_V*,Variable Star of Orion Type,Or*,11 07 20.7340,-77 38 07.317,-77 38 07.3037,11 07 20.7273,0.0007586150147968605,0.025408877216093598,10.739999771118164,-22.472,0.934,10.720000267028809,10.194299697875977,7.818999767303467,6.941999912261963,6.2170000076293945,,True
V* V410 Tau,04 18 31.1083,+28 27 16.155,HD 283518,K3Ve,Orion_V*,Variable Star of Orion Type,Or*,04 18 31.1104,+28 27 16.141,28 27 16.1554,4 18 31.1083,0.0005343128888166102,0.03089497417975504,10.75,8.61,-24.918,8.449999809265137,10.321399688720703,8.449000358581543,7.789000034332275,7.629000186920166,9.407999992370605,True
HD 282630,04 55 36.9698,+30 17 55.100,HD 282630,K0Ve,Orion_V*,Variable Star of Orion Type,Or*,04 55 36.9718,+30 17 55.083,30 17 55.1004,4 55 36.9698,0.00044380879692677106,0.031155294755471616,11.119999885559082,4.307,-24.132,10.550000190734863,10.333100318908691,8.869999885559082,8.317999839782715,8.14799976348877,,True
V* V856 Sco B,16 08 34.3864,-39 06 19.238,,,Star,Star,*,16 08 34.3888,-39 06 19.225,-39 06 19.239,16 08 34.3864,0.0010446592910773802,0.03090391439839043,,,,,10.437199592590332,,,,,True
V* CV Cha,11 12 27.7052,-76 44 22.298,,G9Ve,Orion_V*,Variable Star of Orion Type,Or*,11 12 27.7117,-76 44 22.311,-76 44 22.2986,11 12 27.7053,0.0006323366582428609,0.02540648367463874,10.979999542236328,-21.575,-1.048,10.510000228881836,10.477399826049805,8.28499984741211,7.460000038146973,6.84499979019165,9.760000228881836,True
V* HP Cha A,11 08 15.4942,-77 33 53.454,,K6e,Star,Star,*,11 08 15.5010,-77 33 53.467,-77 33 53.4542,11 08 15.4943,0.0003798467023943555,0.025143333692281257,,-22.964,0.987,,10.49779987335205,,,,,True
HD 285957,04 38 39.0724,+15 46 13.573,HD 285957,K2,TTau*,T Tau-type Star,TT*,04 38 39.0743,+15 46 13.558,15 46 13.5738,4 38 39.0725,0.0014891519278896368,0.03062288704518346,10.86299991607666,14.661,-20.854,10.13299991607666,10.507800102233887,8.899999618530273,8.357999801635742,8.23900032043457,9.616000175476074,True
CoKu HP Tau G2,04 35 54.1553,+22 54 13.404,,G2e,Orion_V*,Variable Star of Orion Type,Or*,04 35 54.1572,+22 54 13.388,22 54 13.4042,4 35 54.1553,0.0003915938442404846,0.030531621990499656,11.157999992370605,11.873,-9.985,10.140000343322754,10.509699821472168,8.102999687194824,7.489999771118164,7.234000205993652,9.17199993133545,True
Hen 3-545,10 59 06.9712,-77 01 40.309,,K4Ve,Orion_V*,Variable Star of Orion Type,Or*,10 59 06.9776,-77 01 40.323,-77 01 40.309,10 59 06.9713,0.0003033896735104006,0.025428077988148896,11.13599967956543,-22.726,2.217,10.27599967956543,10.510299682617188,8.460000038146973,7.820000171661377,7.309999942779541,9.595999717712402,True
Ass Cha T 2-54,11 12 42.6696,-77 22 22.928,,G8+K7,TTau*,T Tau-type Star,TT*,11 12 42.6763,-77 22 22.941,-77 22 22.9288,11 12 42.6696,0.0008453198107174436,0.025067047802293983,11.102999687194824,-23.748,-0.325,10.582999687194825,10.64330005645752,8.645000457763672,8.041999816894531,7.880000114440918,9.652999877929688,True
IRAS 16051-3820,16 08 30.6992,-38 28 26.847,,K2,YSO,Young Stellar Object,Y*O,16 08 30.7016,-38 28 26.833,-38 28 26.847,16 08 30.6992,0.00021641041936288312,0.031281648489553594,11.149999618530273,-9.74,-25.235,10.670000076293945,10.670499801635742,8.973999977111816,8.388999938964844,8.225000381469727,,True
V* RY Tau,04 21 57.4132,+28 26 35.533,HD 283571,K1IV/Ve,Orion_V*,Variable Star of Orion Type,Or*,04 21 57.4154,+28 26 35.519,28 26 35.534,4 21 57.4133,0.001502984016189378,0.031676871549223364,9.300000190734863,9.1,-25.859,9.670000076293945,10.692700386047363,7.15500020980835,6.130000114440918,5.394999980926514,8.869999885559082,True
V* RU Lup,15 56 42.3109,-37 49 15.473,HD 142560,K7/M0e,Orion_V*,Variable Star of Orion Type,Or*,15 56 42.3134,-37 49 15.461,-37 49 15.4735,15 56 42.311,0.001209436316310366,0.031108224336350784,9.600000381469727,-11.546,-23.234,8.470000381469728,10.710700035095215,8.732000350952148,7.823999881744385,7.138000011444092,,True
V* V1201 Tau,04 24 48.1544,+26 43 16.062,,K1,TTau*,T Tau-type Star,TT*,04 24 48.1565,+26 43 16.047,26 43 16.0621,4 24 48.1544,0.00038723481734301155,0.03159988914891555,11.260000228881836,9.338,-15.304,10.880000114440918,10.725299835205078,8.479999542236328,7.809999942779541,7.61299991607666,,True
V* V807 Tau,04 33 06.6303,+24 09 55.044,,K7,Orion_V*,Variable Star of Orion Type,Or*,04 33 06.6323,+24 09 55.028,24 09 55.044,4 33 06.6304,0.0012486389390478497,0.03065225471323336,11.210000038146973,9.559,-20.23,11.180000305175781,10.749500274658203,8.145999908447266,7.35699987411499,6.960000038146973,,True
HD 283641,04 24 49.0455,+26 43 10.400,HD 283641,K0,TTau*,T Tau-type Star,TT*,04 24 49.0475,+26 43 10.385,26 43 10.4001,4 24 49.0455,0.00024168149822527562,0.03055633554464215,11.420000076293945,10.612,-17.047,10.810000076293946,10.798999786376953,8.609000205993652,7.99399995803833,7.7829999923706055,,True
EM* SR    9,16 27 40.2858,-24 22 04.132,,K5e,Orion_V*,Variable Star of Orion Type,Or*,16 27 40.2878,-24 22 04.117,-24 22 04.132,16 27 40.2858,0.0005578390438466122,0.030695807901816207,11.532999992370605,-8.607,-27.646,11.109999656677246,10.975099563598633,8.4399995803833,7.670000076293945,7.206999778747559,10.0,True
V* RY Lup,15 59 28.3852,-40 21 51.255,,G8/K1IV-V,Orion_V*,Variable Star of Orion Type,Or*,15 59 28.3877,-40 21 51.242,-40 21 51.2553,15 59 28.3853,0.0006688814662379541,0.03099740629805711,9.899999618530273,-10.046,-21.854,9.379999618530274,11.016300201416016,8.545999526977539,7.690000057220459,6.97599983215332,,True
V* DF Tau,04 27 02.7917,+25 42 22.456,HD 283654,M3Ve,Orion_V*,Variable Star of Orion Type,Or*,04 27 02.7937,+25 42 22.441,25 42 22.4564,4 27 02.7917,0.0007364628882055337,0.030541186082142593,11.420000076293945,3.504,-26.65,10.3100004196167,11.031100273132324,8.170999526977539,7.25600004196167,6.734000205993652,9.140000343322754,True
V* CS Cha,11 02 24.8849,-77 33 35.683,,K2Ve,Orion_V*,Variable Star of Orion Type,Or*,11 02 24.8916,-77 33 35.697,-77 33 35.6835,11 02 24.8849,0.0004595070343218735,0.025469142219234926,11.6899995803833,-23.213,6.069,10.9599995803833,11.08329963684082,9.109999656677246,8.449999809265137,8.199000358581543,10.123000144958496,True
V* V397 Aur,04 56 02.0261,+30 21 03.635,,K7e,Orion_V*,Variable Star of Orion Type,Or*,04 56 02.0282,+30 21 03.618,30 21 03.6351,4 56 02.0261,0.0004908914182303077,0.03168377826497229,11.720000267028809,5.646,-21.744,11.25,11.086400032043457,8.958000183105469,8.317000389099121,8.128999710083008,,True
V* MY Lup,16 00 44.5199,-41 55 30.931,,K0,TTau*,T Tau-type Star,TT*,16 00 44.5225,-41 55 30.918,-41 55 30.9316,16 00 44.5199,0.0007387487860823183,0.03166967614882992,12.170000076293945,-11.429,-23.399,11.0600004196167,11.104000091552734,9.456999778747559,8.6899995803833,8.347999572753906,,True
V* V1098 Tau,04 14 47.9897,+27 52 34.232,,M1,Orion_V*,Variable Star of Orion Type,Or*,04 14 47.9918,+27 52 34.218,27 52 34.2327,4 14 47.9897,0.0008700363975323364,0.030973701757093505,11.729999542236328,16.4,-26.7,10.949999809265137,11.13230037689209,8.359999656677246,7.625,7.422999858856201,,True
THA 15-12,15 56 09.2067,-37 56 06.126,,M0e,Orion_V*,Variable Star of Orion Type,Or*,15 56 09.2091,-37 56 06.113,-37 56 06.1261,15 56 09.2067,0.00020221470507353218,0.031159490184212994,11.930000305175781,-12.091,-23.718,11.449999809265137,11.157299995422363,8.782999992370605,8.08899974822998,7.738999843597412,,True
V* V826 Tau,04 32 15.8394,+18 01 38.751,,K7.0,TTau*,T Tau-type Star,TT*,04 32 15.8412,+18 01 38.736,18 01 38.7511,4 32 15.8394,0.00016724506278815762,0.029713565018489672,12.074000358581543,11.948,-19.261,10.944000358581544,11.175299644470215,9.067999839782715,8.430000305175781,8.25,10.312000274658203,True
V* GG Tau,04 32 30.3318,+17 31 40.834,,M0e+M2.0e,Orion_V*,Variable Star of Orion Type,Or*,04 32 30.3337,+17 31 40.819,17 31 40.8349,4 32 30.3319,0.0016330863537638027,0.03030061430618704,13.399999618530273,28.905,-39.615,11.539999961853027,11.199199676513672,8.670000076293945,7.815000057220459,7.363999843597412,,True
SZ  41,11 12 24.3971,-76 37 06.179,,K7+M2.5,TTau*,T Tau-type Star,TT*,11 12 24.4036,-76 37 06.192,-76 37 06.18,11 12 24.3972,0.0010391968728730373,0.02527907219489335,11.600000381469727,-21.786,-0.43,10.470000381469728,11.208900451660156,9.274999618530273,8.52400016784668,8.0,10.220000267028809,True
V* V1115 Tau,04 36 19.1014,+25 42 58.999,,M0,TTau*,T Tau-type Star,TT*,04 36 19.1035,+25 42 58.984,25 42 58.9999,4 36 19.1015,0.00160622807160548,0.0314119856761795,11.760000228881836,8.912,-27.474,10.8100004196167,11.224599838256836,9.336000442504883,8.713000297546387,8.579999923706055,10.227999687194824,True
V* V2131 Oph,16 31 15.7390,-24 34 02.512,,,Orion_V*,Variable Star of Orion Type,Or*,16 31 15.7410,-24 34 02.497,-24 34 02.5129,16 31 15.7391,0.0013542148256348852,0.030688762322647032,12.050000190734863,,,11.0600004196167,11.257699966430664,8.357000350952148,7.51200008392334,7.129000186920166,10.130000114440918,True
V* UX Tau A,04 30 03.9931,+18 13 49.476,HD 285846A,K2Ve,TTau*,T Tau-type Star,TT*,04 30 03.9950,+18 13 49.462,18 13 49.4769,4 30 03.9932,0.0015554808766804877,0.029834957460756095,11.149999618530273,12.86,-17.793,10.419999618530273,11.29069995880127,8.623000144958496,7.960000038146973,7.551000118255615,,True
V* BP Tau,04 19 15.8342,+29 06 26.929,HD 281934,K5/7Ve,Orion_V*,Variable Star of Orion Type,Or*,04 19 15.8364,+29 06 26.915,29 06 26.9294,4 19 15.8343,0.0013526719148526521,0.031107824891404744,12.119999885559082,8.627,-26.177,11.890000343322754,11.444000244140625,9.097999572753906,8.220000267028809,7.736000061035156,,True
V* DN Tau,04 35 27.3776,+24 14 58.908,,M1:Ve,Orion_V*,Variable Star of Orion Type,Or*,04 35 27.3796,+24 14 58.893,24 14 58.9088,4 35 27.3776,0.0008309629814617194,0.03129784776498663,11.5,6.055,-20.771,11.789999961853027,11.480600357055664,9.138999938964844,8.342000007629395,8.015000343322754,,True
CHX 18N,11 11 46.3366,-76 20 08.947,,K5IVe,TTau*,T Tau-type Star,TT*,11 11 46.3429,-76 20 08.960,-76 20 08.9471,11 11 46.3366,0.00020329562693407888,0.025635366653579086,11.960000038146973,-21.796,-0.339,10.990000038146972,11.54889965057373,9.109999656677246,8.289999961853027,7.767000198364258,10.369999885559082,True
V* S CrA A,19 01 08.5925,-36 57 19.742,,,Star,Star,*,19 01 08.5943,-36 57 19.720,-36 57 19.7421,19 01 08.5926,0.0011792110610867634,0.030115349838499273,,6.809,-26.163,,11.5600004196167,,,,,True
V* S CrA A,19 01 08.5925,-36 57 19.742,,,Star,Star,*,19 01 08.5943,-36 57 19.720,-36 57 19.7421,19 01 08.5926,0.0011792110610867634,0.030115349838499273,,6.809,-26.163,,11.5600004196167,,,,,True
EM* LkCa   15,04 39 17.7912,+22 21 03.387,,K5:Ve,Orion_V*,Variable Star of Orion Type,Or*,04 39 17.7932,+22 21 03.372,22 21 03.3877,4 39 17.7913,0.0013164748603308807,0.03088564042749892,12.029999732971191,10.471,-17.383,11.609999656677246,11.588700294494629,9.423999786376953,8.600000381469727,8.163000106811523,,True
L 1551-51,04 32 09.2838,+17 57 22.695,,K7e,Orion_V*,Variable Star of Orion Type,Or*,04 32 09.2857,+17 57 22.680,17 57 22.6951,4 32 09.2839,0.0007921361109568309,0.03033954390151271,,11.837,-19.495,,11.628700256347656,9.699000358581543,9.055999755859375,8.850000381469727,,True
V* DR Tau,04 47 06.2152,+16 58 42.814,,K5Ve,Orion_V*,Variable Star of Orion Type,Or*,04 47 06.2170,+16 58 42.798,16 58 42.8142,4 47 06.2153,0.0010371798843343146,0.029653043111342755,10.5,5.106,-13.924,12.1899995803833,11.648599624633789,8.845000267028809,7.800000190734863,6.874000072479248,,True
V* V1023 Tau,04 18 47.0296,+28 20 07.490,,K7,Orion_V*,Variable Star of Orion Type,Or*,04 18 47.0317,+28 20 07.476,28 20 07.4903,4 18 47.0296,0.00035558078630598395,0.031087240306956528,12.0,8.296,-25.309,11.210000038146973,11.651599884033203,8.5600004196167,7.636000156402588,7.293000221252441,,True
V* UY Aur,04 51 47.3900,+30 47 13.552,,M0e+M2.5e,Orion_V*,Variable Star of Orion Type,Or*,04 51 47.3921,+30 47 13.535,30 47 13.5522,4 51 47.39,0.0005905067183134166,0.03161779127196239,11.899999618530273,4.379,-25.972,10.59000015258789,11.69320011138916,9.133999824523926,7.986999988555908,7.238999843597412,9.520000457763672,True
V* V830 Tau,04 33 10.0299,+24 33 43.255,,M0-1,TTau*,T Tau-type Star,TT*,04 33 10.0319,+24 33 43.240,24 33 43.2558,4 33 10.03,0.0012898666539241399,0.03070229843168819,12.079999923706055,7.247,-21.23,11.300000190734863,11.69279956817627,9.324999809265137,8.61299991607666,8.42199993133545,,True
V* GM Aur,04 55 10.9813,+30 21 59.375,,K3Ve,Orion_V*,Variable Star of Orion Type,Or*,04 55 10.9834,+30 21 59.359,30 21 59.376,4 55 10.9814,0.0013026713724432028,0.03133423671003516,12.241999626159668,3.899,-24.451,11.79800033569336,11.699999809265137,9.340999603271484,8.602999687194824,8.282999992370605,,True
SZ  65,15 39 27.7717,-34 46 17.209,,K7,Orion_V*,Variable Star of Orion Type,Or*,15 39 27.7741,-34 46 17.198,-34 46 17.2091,15 39 27.7717,0.00039824513879971037,0.03120178010399292,12.130000114440918,-13.271,-22.242,11.329999923706055,11.739700317382812,9.189000129699707,8.413999557495117,7.98199987411499,10.760000228881836,True
V* SZ Cha,10 58 16.7496,-77 17 17.183,,K0e,Orion_V*,Variable Star of Orion Type,Or*,10 58 16.7561,-77 17 17.197,-77 17 17.1833,10 58 16.7497,0.00044519772153101315,0.025187365881810572,12.680000305175781,-23.375,1.865,12.070000305175782,11.762399673461914,9.253000259399414,8.406000137329102,7.757999897003174,10.619999885559082,True
V* CT Cha,11 04 09.0989,-76 27 19.326,,K7Ve,Orion_V*,Variable Star of Orion Type,Or*,11 04 09.1051,-76 27 19.340,-76 27 19.3269,11 04 09.0989,0.0009242734951565043,0.025385199497788606,13.0,-22.209,-0.175,11.870000000000001,11.773300170898438,9.71500015258789,8.944000244140625,8.66100025177002,10.890000343322754,True
V* V1195 Tau A,04 06 51.3460,+25 41 27.788,,,Star,Star,*,04 06 51.3481,+25 41 27.775,25 41 27.7886,4 06 51.346,0.0008707421003788707,0.030913157037622038,,13.944,-14.863,,11.784700393676758,,,,,True
2MASS J04355892+2238353,04 35 58.9312,+22 38 35.253,,K7.0,TTau*,T Tau-type Star,TT*,04 35 58.9332,+22 38 35.238,22 38 35.254,4 35 58.9312,0.001150512845778187,0.03147883918982337,,10.809,-15.773,,11.805999755859375,9.315999984741211,8.595999717712402,8.371000289916992,,True
SZ  77,15 51 46.9579,-35 56 44.112,,K5.5,TTau*,T Tau-type Star,TT*,15 51 46.9603,-35 56 44.100,-35 56 44.113,15 51 46.9579,0.001020906156501308,0.031657791673287396,,-12.418,-24.158,,11.83180046081543,9.444000244140625,8.59000015258789,8.270999908447266,,True
V* GH Tau,04 33 06.2181,+24 09 33.628,,M3Ve,Orion_V*,Variable Star of Orion Type,Or*,04 33 06.2201,+24 09 33.613,24 09 33.6284,4 33 06.2181,0.00042925857431498637,0.031392199518162536,13.199999809265137,-8.17,-29.12,12.59000015258789,11.835000038146973,9.109000205993652,8.234000205993652,7.794000148773193,,True
V* V1070 Tau,04 19 41.2688,+27 49 48.151,,M0,Orion_V*,Variable Star of Orion Type,Or*,04 19 41.2709,+27 49 48.136,27 49 48.1511,4 19 41.2688,0.0006643472708504065,0.031105223405216587,12.25,9.937,-24.961,11.140000343322754,11.859000205993652,9.12600040435791,8.380999565124512,8.255999565124512,,True
Haro 1-16,16 31 33.4638,-24 27 37.158,,K3e,Orion_V*,Variable Star of Orion Type,Or*,16 31 33.4658,-24 27 37.143,-24 27 37.1583,16 31 33.4638,0.0006040643597968306,0.030845207382688495,12.800000190734863,-6.101,-24.212,12.000000190734863,11.875100135803223,9.232999801635742,8.246000289916992,7.610000133514404,,True
V* GK Tau,04 33 34.5626,+24 21 05.854,,K7:Ve,Orion_V*,Variable Star of Orion Type,Or*,04 33 34.5646,+24 21 05.839,24 21 05.8545,4 33 34.5627,0.0011979723802724954,0.030511200596146325,13.0,7.753,-20.483,12.020000457763672,11.8774995803833,9.053000450134277,8.107999801635742,7.4679999351501465,10.619999885559082,True
EM* SR    4,16 25 56.1659,-24 20 48.239,,K0:Ve,Orion_V*,Variable Star of Orion Type,Or*,16 25 56.1679,-24 20 48.224,-24 20 48.2393,16 25 56.1659,0.0007288917555298275,0.03071738032640095,12.800000190734863,-7.48,-26.615,11.699999809265137,11.881099700927734,9.154000282287598,8.145000457763672,7.51800012588501,10.699999809265137,True
V* IW Tau,04 41 04.7179,+24 51 06.034,,K7Ve,Orion_V*,Variable Star of Orion Type,Or*,04 41 04.7199,+24 51 06.019,24 51 06.0349,4 41 04.718,0.0014835186818084724,0.030550881749305037,12.595000267028809,,,11.649999618530273,11.88070011138916,9.244000434875488,8.479000091552734,8.274999618530273,10.503999710083008,True
V* DE Tau,04 21 55.6346,+27 55 06.184,,M3Ve,Orion_V*,Variable Star of Orion Type,Or*,04 21 55.6367,+27 55 06.169,27 55 06.1842,4 21 55.6346,0.00046695558078007927,0.03137822753676974,13.800000190734863,10.755,-27.221,12.240000190734863,11.912799835205078,9.180000305175781,8.27299976348877,7.798999786376953,,True
V* V827 Tau,04 32 14.5731,+18 20 14.719,,K7Ve,TTau*,T Tau-type Star,TT*,04 32 14.5750,+18 20 14.704,18 20 14.7193,4 32 14.5731,0.0005095392339114286,0.030774900662680925,12.630000114440918,9.55,-13.406,12.350000381469727,11.93220043182373,9.164999961853027,8.494000434875488,8.229999542236328,,True
V* DI Tau,04 29 42.4736,+26 32 49.119,,M0Ve,Orion_V*,Variable Star of Orion Type,Or*,04 29 42.4756,+26 32 49.104,26 32 49.1196,4 29 42.4736,0.0006599272784434571,0.030834565287491858,13.600000381469727,6.899,-21.207,12.340000381469727,11.969200134277344,9.322999954223633,8.598999977111816,8.390999794006348,,True
V* V1320 Tau,04 31 14.4390,+27 10 17.921,,M1,TTau*,T Tau-type Star,TT*,04 31 14.4410,+27 10 17.906,27 10 17.9211,4 31 14.439,0.00035806454119392773,0.030340738657250278,12.689000129699707,9.172,-27.575,11.75,11.991800308227539,9.704999923706055,9.03600025177002,8.793999671936035,10.843999862670898,True
V* DG Tau,04 27 04.6913,+26 06 16.041,,K6Ve,Orion_V*,Variable Star of Orion Type,Or*,04 27 04.6934,+26 06 16.026,26 06 16.0416,4 27 04.6914,0.0010573787990279507,0.0315052554155804,10.5,6.156,-19.297,12.279999732971191,12.024100303649902,8.690999984741211,7.71999979019165,6.992000102996826,,True
V* V1195 Tau B,04 06 51.3594,+25 41 28.839,,,Star,Star,*,04 06 51.3615,+25 41 28.826,25 41 28.8399,4 06 51.3595,0.0011383603886042303,0.031001541815785013,,12.368,-18.119,,12.043499946594238,,,,,True
HD 176386B,19 01 39.1676,-36 53 29.460,HD 176386B,K7:,YSO,Young Stellar Object,Y*O,19 01 39.1693,-36 53 29.438,-36 53 29.46,19 01 39.1677,0.0007966649233973781,0.029471954467402858,,-0.61,-35.391,,12.04699993133545,7.603000164031982,7.489999771118164,7.138000011444092,,True
EM* LkCa    4,04 16 28.1070,+28 07 35.732,,K7:Ve,Orion_V*,Variable Star of Orion Type,Or*,04 16 28.1091,+28 07 35.718,28 07 35.732,4 16 28.107,0.0002555282812033721,0.030894529606431218,12.779999732971191,6.852,-25.905,11.824999809265137,12.07390022277832,9.246000289916992,8.520999908447266,8.317999839782715,,True
V* HQ Tau,04 35 47.3327,+22 50 21.639,,K0,Orion_V*,Variable Star of Orion Type,Or*,04 35 47.3347,+22 50 21.623,22 50 21.6391,4 35 47.3328,0.0013875938692693587,0.0308177128155033,12.020000457763672,13.52,-15.901,11.180000305175781,12.095000267028809,8.654999732971191,7.730999946594238,7.135000228881836,,True
